theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-008,2.2.02-008,3 Puan,Bir sonraki kavşakta bunlardan hangisi geçerlidir?,A. - Sola sapabilirim; B. - Sağa sapabilirim; C. - Düz devam edebilirim,A. - Sola sapabilirim; B. - Sağa sapabilirim,Çok yakında...,images/2_2_02-008.png,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-008
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-009-M,2.2.02-009-M,3 Puan,Sağa sapmak istiyorsunuz. Nasıl davranmanız doğru olur?,"A. Ben, [mavi araç] arkasında kalırım; B. Duruş çizgisine kadar ilerlerim; C. Görüş mesafesine kadar ilerlerim","A. Ben, [mavi araç] arkasında kalırım",Bir motosiklet bir arabaya benzer şekilde davranmalı ve mavi arabanın arkasında beklemelidir.,images/2_2_02-009-M.png,videos/2_2_02-009-M.mp4,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-009-M
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-010,2.2.02-010,3 Puan,Mopedinizle hangi bisiklet yollarını kullanabilirsiniz?,"A. yerleşim bölgesi dışındaki bisiklet yolları; B. ek işaret levhasında belirtilmişse, yerleşim bölgesi içindeki bisiklet yolları; C. caddede çok trafik varsa, yerleşim bölgesi içindeki bisiklet yolları","A. yerleşim bölgesi dışındaki bisiklet yolları; B. ek işaret levhasında belirtilmişse, yerleşim bölgesi içindeki bisiklet yolları",senin motosikletçalınınca ile ek bir işareti izin şehirdeki karayolu yolculuğu ve bisiklet yolları bisiklet parkurları gerekir.,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-010
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-101-M,2.2.02-101-M,3 Puan,Bu tek yönlü yolda şimdi nasıl doğru davranırısnız?,"A. İşler, yola devam etmemi sağlayana dek beklerim; B. Dönerim ve geriye giderim; C. Geri geri giderim","A. İşler, yola devam etmemi sağlayana dek beklerim","Sadece işin izin verdiği zaman devam edersin. Tek yönlü bir caddede, yalnızca bir yöne gitmenize izin verilir. Dönmenize veya geri dönmenize izin verilmez. Oluşabilecek her türlü kazadan siz sorumlusunuz.",images/2_2_02-101-M.png,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-101-M
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-201,2.2.02-201,2 Puan,Karayolları taşımacılığı için olan veya karayolları taşımacılığında kullanılan hangi araçlar ve araç kombinasyonları için federal şehirlerarası yollarda kullanım harcı ödenmesi gerekiyor?,"A. Minimum müsaade edilen toplam hacmi 7,5 t olan motorlu araçlar için; B. Minimum müsaade edilen toplam hacmi 7,5 t olan araç kombinasyonları için; C. Müsaade edilen toplam hacmi 7,5 t altında olan araç kombinasyonları için","A. Minimum müsaade edilen toplam hacmi 7,5 t olan motorlu araçlar için; B. Minimum müsaade edilen toplam hacmi 7,5 t olan araç kombinasyonları için","maksimum motorlu araçlar, en az 7.5 T ve en fazla araç kombinasyonları kütle yetkili için en az 7.5 ton kütlesi kullanım ücreti (otoyol) ödenmesi gereken yetkili. - For motor vehicles with a maximum authorized mass of at least 7.5 t and combinations of vehicles with a maximum authorized mass of at least 7.5 tons must be paid a usage fee (toll). - Für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von mindestens 7,5 t und für Fahrzeugkombinationen mit einer zulässigen Gesamtmasse von mindestens 7,5 t muss eine Benutzungsgebühr (Maut) entrichtet werden.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-201
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-202,2.2.02-202,2 Puan,Hangi motorlu araç ve araç kombinasyonları otoyol ve federal karayollarında otoyol geçiş ücretine tabidir?,"A. - Karayolu mal taşımacılığı yapan kullanılan motorlu araç ve araç kombinasyonları; B. - Azami yük ağırlığı en az 7,5 ton olan motorlu araç ve araç kombinasyonları; C. - Asgari 4 oturma yeri olan motorlu araç ve araç kombinasyonları","A. - Karayolu mal taşımacılığı yapan kullanılan motorlu araç ve araç kombinasyonları; B. - Azami yük ağırlığı en az 7,5 ton olan motorlu araç ve araç kombinasyonları","en fazla motorlu taşıtlar ve araç kombinasyonları vardır, otoyol olan en az 7.5, t kütlesini yetkili. Aynı yük taşımacılığı için kullanılan araçlar için de geçerlidir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-202
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-203,2.2.02-203,3 Puan,Kış mevsiminde tehlikeli madde taşımacılığı yapıyorsunuz. Kar nedeniyle kayganlaşma nedeniyle yol koşulları bozulursa nasıl davranmalısınız?,A. - başkaları için her tür tehlikeyi önlemeliyim; B. - mümkünse park etmek için uygun bir yer ararım; C. - tehlikeli maddeleri her zaman durmadan varış noktasına götürmeliyim,A. - başkaları için her tür tehlikeyi önlemeliyim; B. - mümkünse park etmek için uygun bir yer ararım,"Buzlu havalarda başkalarını tehlikeye atmamak için özel dikkat göstermelisiniz. Başkalarının tehlikeye girmeyeceğini artık garanti edemeyeceğiniz bir noktaya ulaşırsanız, park etmek için iyi bir yer bulmalısınız.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-203
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-302,2.2.02-302,3 Puan,Çekici tarım aracınızla emniyet şeridi sağlamlaştırılmış bir karayolunda saatte 30 km hızla yol alıyorsunuz. Doğru olan nedir?,A. Mümkün mertebe emniyet şeridini kullanmalıyım; B. Emniyet şeridini yalnızca durmak için kullanabilirim; C. Emniyet şeridini yalnızca araçların beni sollayabilmesini kolaylaştırmak için kısa süreliğine kullanabilirim,A. Mümkün mertebe emniyet şeridini kullanmalıyım,"trafik akışını sağlamak için devam edebilmek için, sizin tarımsal traktörün omzuna mümkün gidin. - In order to continue to ensure the flow of traffic, please go possible on the shoulder of your agricultural tractor. - Um den fließenden Verkehr weiterhin gewährleisten zu können, fahre bitte möglichst auf dem Seitenstreifen mit deiner landwirtschaftlichen Zugmaschine.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-302
Tema 2.2.,Trafikte Davranis,2.2.02 Bölüm,Yol Kullanimi,2.2.02-303,2.2.02-303,4 Puan,Bir kamyonun sağında giderken ne gibi tehlikeler meydana gelebilir?,A. Başkaları tarafından görülemeyebilirim; B. Başkalarını göremeyebilirim; C. Kamyonun sıcak egzoz gazından dolayı yanıklar oluşabilir,A. Başkaları tarafından görülemeyebilirim; B. Başkalarını göremeyebilirim,"Bir kamyon (kamyonun sürücü dahil) Görünürlüğünüzü ve görmeyi yolda diğer insanları hem azalacaktır - A truck will diminish both your visibility and other people on the road seeing you (including the driver of the truck) - Ein Lastwagen wird sowohl Ihre Sichtbarkeit als auch die anderer Personen auf der Straße, die Sie sehen (einschließlich des Fahrers des Lastwagens), vermindern.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.02-yol-kullanimi/2.2.02-303
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-001,2.2.03-001,3 Puan,Araç yolu üzerinde geniş bir su birikintisi oluştu. Siz nasıl davranırsınız?,"A. Yavaş gidilir, ayaklar, ayak destekleri üzerinde bırakılır; B. Önceden fren yapılmaz, ayaklar yukarı kaldırılıp geçilir; C. Yaya yoluna geçilir","A. Yavaş gidilir, ayaklar, ayak destekleri üzerinde bırakılır","suda kızaklama riski vardır gibi suyun büyük havuzlardan yavaş sürmek gerekir. - You should drive slowly on large pools of water as there is a risk of aquaplaning. - Auf großen Wasserflächen sollten Sie langsam fahren, da die Gefahr von Aquaplaning besteht.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-001
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-002,2.2.03-002,3 Puan,"Bir motorlu bisikletin (hafif motorlu bisiklet değil), azami hangi hızla gitmesine izin verilmiştir?",,25 ,Bir motorlu bisiklet maksimum hızı 25km / saat ve 20 km / hafif bir motorlu bisiklet için h - The maximum speed of a motorized bicycle is 25km/h and 20km/h for a light motorized bicycle - Die Höchstgeschwindigkeit eines motorisierten Fahrrads beträgt 25 km/h und 20 km/h für ein leichtes motorisiertes Fahrrad,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-002
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-005,2.2.03-005,4 Puan,Otoyolda (otobanda) sisli bir havada araç sürüyorsunuz ve 50 metrelik bir görüş mesafeniz var. Sürmenize izin verilen en yüksek hız ne kadardır?,A. 50 km/st; B. 70 km/st; C. 90 km/st,A. 50 km/st,"Siste görüş mesafesi 50 metreden az ise, sürücü 50 km/s hızdan daha hızlı sürmemelidir. Bu, kar yağışı veya şiddetli yağmur durumunda da geçerlidir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-005
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-006,2.2.03-006,3 Puan,"100 km/sa hızla gidiyorsunuz, 1 saniyelik reaksiyon süreniz var ve normal bir frenleme yapıyorsunuz. Pratik formüle göre duruş mesafeniz kaç metredir?",,130 ,"Normal frenleme sırasında durma mesafesi reaksiyon mesafesi ilave oluşur ((hız / 10) x 3) ve frenleme mesafesi (hız / 10) x (hız / 10).
mesafesi = Reaksiyon mesafesi + fren mesafesi durdurma. Yani 100 km / h hızda, durma mesafesi 130 metredir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-006
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-007,2.2.03-007,2 Puan,100 km/sa hızla gidiyorsunuz ve normal bir frenleme yapıyorsunuz. Pratik formüle göre fren mesafeniz kaç metredir?,,100 ,"Fren mesafesi = (hız / 10) x (hız / 10),
Bu 100 km / saat'lik bir hızda anlamına gelir, frenleme mesafesi 100 metredir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-007
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-008,2.2.03-008,2 Puan,100 km/sa hızla gidiyorsunuz ve 1 saniyelik reaksiyon süreniz var. Pratik formüle göre reaksiyon mesafeniz kaç metredir?,,30 ,"Reaksiyon yolu = (hız / 10) 3 x
Bu 100 km / saat'lik bir hızda anlamına gelir, frenleme mesafesi 30 metredir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-008
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-009,2.2.03-009,3 Puan,"50 km/sa hızla gidiyorsunuz, 1 saniyelik reaksiyon süreniz var ve normal bir frenleme yapıyorsunuz. Pratik formüle göre durma mesafeniz kaç metredir?",,40 ,"Normal frenleme sırasında durma mesafesi reaksiyon mesafesi ilave oluşur ((hız / 10) x 3) ve frenleme mesafesi (hız / 10) x (hız / 10).
mesafesi = Reaksiyon mesafesi + fren mesafesi durdurma.
Yani 50 km / saat hızla anlamı, durma mesafesi 40 metredir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-009
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-010,2.2.03-010,2 Puan,50 km/sa hızla gidiyorsunuz ve normal bir frenleme yapıyorsunuz. Pratik formüle göre fren mesafeniz kaç metredir?,,25 ,"Fren mesafesi = (hız / 10) x (hız / 10),
Bu, 50 km / saat hızda, frenleme mesafesi 25 metre olduğu anlamına gelir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-010
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-011,2.2.03-011,2 Puan,50 km/sa hızla gidiyorsunuz ve 1 saniyelik reaksiyon süreniz var. Pratik formüle göre reaksiyon mesafeniz kaç metredir?,,15 ,"Reaksiyon mesafesi = (hız / 10) x 3
Bu, 50 km / saat bir hızda anlamına gelir, frenleme mesafesi 15 metredir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-011
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-012,2.2.03-012,4 Puan,Çok dar bir caddede araç sürüyorsunuz ve görüş mesafeniz 50 metre tutmaktadır. Duruş mesafenizin en çok kaç metre olmasına izin verilmiştir?,,25 ,"Dar bir sokakta yarım görünürlük içinde durması gerekir, çünkü aynı zamandada karşı (yöndeki) trafik durması layzim.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-012
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-015,2.2.03-015,4 Puan,"Tehlike anında frenleme durumunda, düz, kuru ve asfalt bir yolda ihtiyaç duyulan fren mesafesi, pratik formüle göre nasıl hesaplanır?",A. ({Km/sa itibariyle hız}/{10} x {Km/sa itibariyle hız}/{10}) : 2; B. ({Km/sa itibariyle hız}/{10} x 5) : 2; C. ({Km/sa itibariyle hız}/{10} x 3) : 2,A. ({Km/sa itibariyle hız}/{10} x {Km/sa itibariyle hız}/{10}) : 2,"Durma mesafesinin belirlenmesi için genel geçer formülü şöyledir: reaksiyon yolu (hız bölü 10 kere 3) artı fren mesafesi (hız 10 kere hıza bölünür ve tekrar 10'a bölünür). 50 km/s hızda bu 50 bölü 10 çarpı 3 yani 15m reaksiyon yoluna eşittir, artı 50 bölü 10 çarpı 50 bölü 10 ise 25 m fren mesafesine eşittir. Durma mesafesi 40 m'dir. Tehlikeli bir frenleme durumunda, bu değer yarıya indirilir. Bu da örneğimize göre 20 m olacaktır.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-015
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-016,2.2.03-016,4 Puan,"40 km/sa hızla gidiyorsunuz. Bir ani fren durumunda fren mesafesi yaklaşık 8 metredir. Aynı koşullardaki fren mesafesi, 50 km/sa hızla gittiğinizde ne kadardır?","A. 12,5 metre; B. 11,0 metre; C. 9,5 metre","A. 12,5 metre","Bu temel formül ile aracınızın normal frenleme mesafesinin belirlenmesi: Hız bölü 10 çarpı hız bölü 10. Tehlikeli bir frenleme durumunda frenleme mesafesini hesaplamak için, bu şekilde belirlenen değer tekrar ikiye bölünür (2'ye bölünür). Bu burada şu anlama gelir: 50/10 * 50/10 = 25, bölü 2 = 12,5 metre.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-016
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-017,2.2.03-017,3 Puan,İzin verilen azami toplam ağırlığı 4 ton olan bir kamyon meskun mahal dışında karayollarında en fazla hangi hızda gidebilir?,,80 ,"Ne zaman 4.0 t sokak kamyon yasal. yollarda Toplam kitle dışında yapılaşmış alanlar 80 km / s hakkı içindir. - When your truck of 4.0 t street legal. Total mass on roads outside built-up areas are for you 80 km / h right. - Bei deinem Lkw von 4,0 t zuläss. Gesamtmasse auf Straßen außerhalb geschlossener Ortschaften sind für dich 80 km/h richtig.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-017
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-018,2.2.03-018,3 Puan,Şehir dışında bir binek otosu ve bir römorkla en fazla ne kadar hızla gidebilirsiniz?,,80 ,"Bir römork bir yolcu arabası ile birlikte bağlı takdirde, meskûn dışında maksimum 80 km / s hızda sürebilirsiniz.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-018
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-019,2.2.03-019,3 Puan,İzin verilen azami toplam ağırlığı 3 ton olan römorklu bir kamyon meskun mahal dışında karayollarında en fazla hangi hızda gidebilir?,,80 ,"3,0 ton maksimum kütleye sahip bir kamyon römork ile bağlı takdirde, meskûn dışında maksimum 80 km / s hızda sürebilirsiniz.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-019
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-020,2.2.03-020,3 Puan,Karayolunda bagaj römorku bulunan bir otobüsle en fazla ne kadar hızla gidebilirsiniz?,,80 ,Çok yakında...,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-020
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-021,2.2.03-021,3 Puan,"Karayolunda ""Tempo-100-Bus"" ile en fazla ne kadar hızla gidebilirsiniz?",,80 ,Çok yakında...,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-021
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-022,2.2.03-022,3 Puan,"İzin verilen toplam ağırlığı 7,5 tonun üzerinde olan bir ağır vasıta ile karayolunda en fazla ne kadar hızla gidebilirsiniz?",,60 ,"Kamyonetin üzerinde 7.5 ton brüt. yolda bir köy yolunda Toplam kütle 60 km / s azami sürücüye izin verilir olacaktır. - Your truck, which over 7.5 t gross. Total mass on a country road en route shall be a maximum of 60 km / h is allowed to drive. - Dein Lkw, welcher über 7,5 t zuläss. Gesamtmasse auf einer Landstraße unterwegs ist, darf maximal 60 km/h fahren.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-022
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-023,2.2.03-023,4 Puan,İyi görüş koşullarında iyi bir yolda gidiyorsunuz. Ne kadarlık bir mesafede durabilmelisiniz?,A. - Gözümün görebildiği mesafede; B. - Gözümün görebildiği mesafenin yarısında; C. - Gözümün görebildiği mesafenin iki katı mesafede,A. - Gözümün görebildiği mesafede,"Düzgün yapılmış bir yolda iyi bir görüşe sahipken, sizin görüş alanınız içerisinde durabilmelisiniz. Geceleri, kısa huzmeli ışığın menzili idare edilebilir görüş alanı olarak kabul edilir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-023
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-024,2.2.03-024,4 Puan,İyi inşa edilmiş bir karayolunda karanlıkta sürüyorsunuz ve kısa huzmeli farları kullanıyorsunuz. Hangi mesafede durabilmeniz gerekir?,A. - Kısa huzmeli farın; B. - Uzun huzmeli farın; C. - Park lambasının,A. - Kısa huzmeli farın,"Park lambası o kadar zayıf olduğundan, sizin için hiçbir aydınlatma göremediğinden, kısa huzme menzili içinde durabilmeniz gerekir. Durmak için uzun huzmenin menziline ihtiyacınız varsa, çarpışma riskiniz vardır.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-024
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-025,2.2.03-025,3 Puan,Sisli havada otobanda ilerliyorsunuz. Görüş mesafeniz 50 metrenin altında. Hızınız maksimum kaç olmalıdır?,,50 ,"Sadece görüş alanınız içinde durabilecek kadar hızlı sürebilirsiniz. Saatte 50 km hızla yapılan normal bir fren manevrasında durma mesafesi 40 metredir. Bu nedenle, burada saatte 50 km'den daha hızlı sürmemelisiniz. 

Durma mesafesi = reaksiyon mesafesi + frenleme mesafesi 
[(km/saat cinsinden hız : 10) x 3] + [(km/saat cinsinden hız : 10) x (km/saat cinsinden hız : 10)].",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-025
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-026-M,2.2.03-026-M,3 Puan,Dönüşten sonra sürebileceğiniz maksimum hız nedir?,,50 ,Aksi belirtilmediği sürece şehir içi azami hız 50 km/saattir. Önceki öncelikli yolun 30 km/s hızı artık burada geçerli değildir.,images/2_2_03-026-M.png,videos/2_2_03-026-M.mp4,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-026-M
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-101,2.2.03-101,3 Puan,Kar zincirleri takılı bir aracın en yüksek hangi hızla gitmesine izin verilmiştir?,,50 ,"Kar zincirleri ile, maksimum hız 50 km / saat'tir. O hız aşılırsa, sürüş dengesi bozulabilir ve yol hasar alır.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-101
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-104,2.2.03-104,3 Puan,"Bir otomobille, her yöne doğru sadece tek şeridi olan ve yerleşim yerleri dışında bulunan yollarda en çok hangi hızla gitmenize izin verilmiştir?",,100 ,"Brüt araç ağırlığı ve römork olmadan 3,5 tona kadar araçlar için, maksimum hız limiti 100 km / saat'tir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-104
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-105,2.2.03-105,3 Puan,"İzin verilmiş toplam kütlesi 3,0 t olan bir kamyonla, her yöne doğru sadece tek şeridi olan ve yerleşim yerleri dışında bulunan yollarda en çok hangi hızla gitmenize izin verilmiştir?",,100 ,"Brüt araç ağırlığı ve römork olmadan 3,5 tona kadar araçlar için, maksimum hız limiti 100 km / saat'tir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-105
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-106,2.2.03-106,3 Puan,"İzin verilmiş toplam kütlesi 3,0 t olan römorklu bir kamyonla, otoyollarda (otobanlarda) en çok hangi hızla gitmenize izin verilmiştir?",,80 ,"Brüt araç ağırlığı ve römork olmadan 3,5 tona kadar araçlar için, maksimum hız limiti 80 km / saat'tir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-106
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-107,2.2.03-107,3 Puan,"Kış (M+S) lastikleri ile araç kullanırken, özellikle neye dikkat edilmesi zorunludur?","A. Bu lastikler için şart koşulan azami sürat sınırının aşılması yasaktır; B. Azami 80 km/st'lik hıza izin verilmiştir; C. Kar zinciri takılı otomobiller için şart koşulan azami sürat sınırı, bu lastikler için de geçerlidir",A. Bu lastikler için şart koşulan azami sürat sınırının aşılması yasaktır,Sürücü kış lastikleri ile sürüş sırasında izin verilen maksimum hıza uymalıdır. Hız kış lastiklerinin türüne bağlıdır ve 80 km/s'yi geçebilir.,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-107
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-108,2.2.03-108,3 Puan,"İzin verilen toplam ağırlığı 5,5 ton olan bir ağır vasıta ve izin verilen toplam ağırlığı 2 ton olan bir römorkla karayolunda en fazla hangi hızla gidebilirsiniz?",,60 ,"senin 5.5 ton müsaade edilen toplam ağırlığı kamyon ve bir otoyol, en yüksek 60 km / s sürücü üzerinde yapmanız gerekir bir römork 2 t ile. - With your truck of 5.5 t permissible gross weight and a trailer 2 t you must on a highway highest 60 km / h drive. - Mit deinem Lkw von 5,5 t zulässiger Gesamtmasse und einem Anhänger von 2 t darfst du auf einer Landstraße höchsten 60 km/h fahren.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-108
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-109,2.2.03-109,3 Puan,"Bir araç kombinasyonu kullanıyorsunuz. Bu, izin verilen azami ağırlığı 3,5 tona kadar olan bir motorlu araç ve 100 km/s ruhsatı olmayan bir römorktan oluşmaktadır. Otoyollarda en çok hangi hızla sürüş yapabilirsiniz? hız sınırı nedir?",,80 ,"Römorklarla 3,5 T'ye kadar izin verilen toplam kütle için en yüksek hız, kapalı kasabaların 80 km/s'sidir.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-109
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-110,2.2.03-110,3 Puan,"Bir araç kombinasyonunu kullanıyorsunuz. Bu, müsaade edilen toplam ağırlığı 3,5 tona kadar olan bir motorlu araç ve 100 km/saat onaylı bir römorktan oluşur. Normal yolda (otoyol değil) sürmeniz gitmek için müsaade edilen maksimum hız ne kadardır?",,80 ,Federal yollarda izin verilen maksimum hız 80 km/saattir. Römorkunuzun gerekli onaya sahip olması durumunda otoyollarda ve belirlenmiş otoyollarda 100 km/saat hızla sürüş yapmanıza izin verilmektedir.,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-110
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-202,2.2.03-202,3 Puan,"İzin verilmiş toplam kütlesi 4,0 ton olan bir kamyonla, otoyollarda (otobanlarda) en çok hangi hızla gitmenize izin verilmiştir?",,80 ,"4.0 t kamyona ile izin verilen toplam ağırlığı 80 km / s sürücü daha fazla karayolu üzerinde size izin verdi. - With your truck of 4.0 t permissible gross weight allowed to you on the highway more than 80 km / h drive. - Mit deinem Lkw von 4,0 t zulässiger Gesamtmasse darfst du auf der Autobahn höchstens 80 km/h fahren.",,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-202
Tema 2.2.,Trafikte Davranis,2.2.03 Bölüm,Hiz,2.2.03-205,2.2.03-205,3 Puan,"Otobüsünüzle, yerleşim yerleri dışında bulunan yollarda (otoyol veya motorlu taşıt yolu değil), tarifeli seferler haricinde giderken, en çok hangi hızla gitmenize izin verilmiştir?",,80 ,Çok yakında...,,,https://www.clickclickdrive.de/fragenkatalog/tr/2.2.-trafikte-davranis/2.2.03-hiz/2.2.03-205
